# Mizumoto (2022.2.10)
# Smale et al. Phy. Rev. A, 87, 022512 (2013)
#
#! Energy (eV)        Width (eV)        Amplitude
# 5418.20 18.86 0.508
#5424.50 5.48 0.465
5424.50 5.48 0.001
5426.998 2.498 1
